Item,SKU,Serial number,Barcode,Brand,Supplier,Quantity sold, Sales (inc. tax) , Sales (Ex. tax) , Order discounts , Discount offers , Total markup value , Purchase cost , Gross profit ,Margin %
"Smartmotion XCity Neo 18"" / Camo",SM-XCITY-NEO-18-CAMO copy,"G5XC210881, 8, 9, 10, TBA, G5XC2104676, G5XC210644, G5XC211161, G5XC211126",DE95CEEB,Smartmotion,"Kunshan Cyclisport Co., Ltd",9,"$28,349.32","$26,045.41",$0.00,$0.00,$0.00,"$15,701.25","$10,344.16",39.72
ZERO 10X Controller / 52V - Rear B,ZER-10X-CON-52V23-B,,DD17EF8F,Zero,Falcon PEV Pte Ltd,9,"$1,080.00",$981.82,$0.00,$0.00,$0.00,$567.00,$414.82,42.25
Vsett Nutt Brake Rear Calliper,vs-nutt-r-call,,86177837,Nutt,Ningbo Vsett,9,$283.20,$257.45,$4.80,$0.00,$0.00,$171.00,$86.45,33.58
Vsett Nutt Brake Front Lever,vs-nutt-f-l,,95F1E194,Nutt,Ningbo Vsett,9,$396.00,$360.00,$144.00,$0.00,$0.00,$333.00,$27.00,7.5
TYRE FITTING,,,,,,9,$395.00,$359.09,$0.00,$0.00,$0.00,$0.00,$359.09,100
Service / First,10066,,D8253341,,,9,$594.00,$540.00,$297.00,$0.00,$0.00,$0.00,$540.00,100
SM Battery Rails / Slimline,SM-BATT-RLS-SLIM,,FD39D00C,Smartmotion,"Kunshan Cyclisport Co., Ltd",9,$257.10,$233.73,$0.00,$0.00,$0.00,$24.95,$208.78,89.33
Aluminium  Bicycle Phone Holder,AL-PH-HOLD,,1AD45C6A,,,9,$235.58,$214.16,$16.25,$0.00,$0.00,$136.90,$77.26,36.08
"ZERO 10X TYRE Pneumatic Range / 10 x 3"" Urban Wide (Pneumatic)",ZER-10X-TYRE-10x3-URB,,238383AE,,,8,$196.00,$178.18,$0.00,$0.00,$0.24,$117.60,$60.58,34
FOLDING BIKE BAGS,,,,,,8,$439.60,$399.64,$109.90,$0.00,$0.00,$0.00,$399.64,100
SM Pacer 250W 48V / White / Large / 14.5AH,SMB-PACER-LGE-14.5-WH,"JL16120780, JL16120768, JL16120944, JL16120593, 1, WHITE LARGE, SM1711090, JL16100345",A34D8C6A,Smartmotion,"Kunshan Cyclisport Co., Ltd",8,"$16,499.42","$14,999.47","$2,200.58",$0.00,$0.00,"$12,307.68","$2,691.79",17.95
SM Orbit Mirrors,ORBIT-MIRRORS,,C3D95E75,Smartmotion,"Kunshan Cyclisport Co., Ltd",8,$305.00,$277.27,$55.00,$0.00,$0.00,$236.03,$41.24,14.87
"SM G3 ECity 250w 15.6AH / Blue 26"" Tyres",SMB-G3-ECITY-26-BLUE,"G3262105089, JL17070288, JL17110074, JL16040720, J26210074, J26210058, J26210004, J26210018",4F268681,Smartmotion,"Kunshan Cyclisport Co., Ltd",8,"$13,191.20","$11,992.00",$0.00,$0.00,$0.00,"$9,296.00","$2,696.00",22.48
ZERO Drum Brake / ZERO 8,ZER-DRU-BRA-8,,1BD8C837,Zero,Falcon PEV Pte Ltd,8,$357.50,$325.00,$0.00,$0.00,$0.00,$220.50,$104.50,32.15
SM Pedal Assist Sensor / Compact Style  / ESS/ECITY,SM-PAS-ECCR3PM00,,EA161131,Smartmotion,"Kunshan Cyclisport Co., Ltd",8,$146.15,$132.86,$19.23,$0.00,$0.00,$100.82,$32.05,24.12
ZERO 11X 11 x 3 inch Tyre / Road Tyre,ZER-11X-TYRE-ROAD,,749CBAF0,,Falcon PEV Pte Ltd,8,$360.00,$327.27,$0.00,$0.00,$0.00,$126.00,$201.27,61.5
SM MidCity 24 / Blue,SMB-MC-24-BLUE,"SMWM2400120, SMWM240099, SMWM2400129, SMWM2400114, SMWM2400156, SMWM2400219, SMWM2400173, 24"" BLUE",6CB9333F,Smartmotion,"Kunshan Cyclisport Co., Ltd",8,"$15,800.88","$14,364.44",$989.52,$0.00,$0.00,"$9,049.77","$5,314.67",37
ZERO 10X Handlebar Grips,ZER-10X-HAN-GRI,,CCEA1576,Zero,Falcon PEV Pte Ltd,8,$415.00,$377.27,$40.00,$0.00,$0.00,$278.25,$99.02,26.25
Helmet - STATUS / Black / XL,HELMET-STATUS-BL-XL,,C756FCA3,,FE Sports,8,"$1,647.22","$1,497.47",$752.70,$0.00,$0.00,"$1,799.92",-$302.45,-20.2
ZERO Hydraulic E-brakes Kit / NUTT,ZER-HYD-BRK-KIT-NUT,,FBC385F6,,,8,"$1,765.45","$1,604.96",$42.96,$0.00,$0.00,"$1,220.00",$384.96,23.99
VSETT 10+ ZOOM oil Brake / Left,VS-10+-ZOOM-OIL-BRAKE-L,,92B55296,VSETT,Ningbo Vsett,8,$244.88,$222.62,$0.00,$0.00,$0.00,$145.65,$76.96,34.57
VSETT Handlebar Grips Right / VSETT 10+,VS-HNDLBAR-GRIP-R-10+,,3D1C76CE,VSETT,Ningbo Vsett,8,$105.18,$95.62,$42.53,$0.00,$0.00,$55.04,$40.58,42.44
SM Battery/36V/Handle Type / 15Ah,SM-BAT-36V-HT-15AH,"wddht260156s20070041, WDDHT360156S20070036, SN, WDDHT360156S20070028, WDDHT360156S20070025, WDDHT360156S20070020, WDDHT360156S20070046, WDDHT360156S20070024",47D99F93,Smartmotion,"Kunshan Cyclisport Co., Ltd",8,"$5,570.62","$5,064.20",$999.00,$0.00,$0.00,"$3,457.70","$1,606.50",31.72
ZERO Kickstand / ZERO 10 Kickstand,ZER-10-KICK,,ED12DF8A,Zero,Falcon PEV Pte Ltd,8,$148.49,$134.99,$0.00,$0.00,$0.00,$91.00,$43.99,32.59
Azur Quick Release Shopper E-Bike Basket,Azur-wire-basket,,841F5F92,Azur,Bikecorp,8,$588.24,$534.77,$131.68,$0.00,$0.00,$0.00,$534.77,100
Helmet - TRAJECTA w Fidlock / Black / LGE,HELMET-TRAJECTA-BL-LGE,,C5E6D3E8,,FE Sports,8,"$2,326.94","$2,115.40",$460.06,$0.00,$0.00,"$1,920.00",$195.40,9.24
ZERO 10X Controller / 52V - Front A,ZER-10X-CON-52V18-A,,4670EE89,Zero,Falcon PEV Pte Ltd,8,$780.00,$709.09,$105.00,$0.00,$0.00,$399.00,$310.09,43.73
Smartmotion Pacer 250W 48V / White / LGE / 12.8,SMB-PACER-LGE-12.8-WH,"SMPC210019, SMPC210024, SMPC210174, SSMPC210079, SMPC210019, SMPC210135, SSMPC210023, SMPC210179",A34D8C6A,Smartmotion,"Kunshan Cyclisport Co., Ltd",8,"$18,480.00","$16,800.00",$0.00,$0.00,$0.00,"$13,397.04","$3,402.96",20.26
On Guard OG Cable Lock 120x10,OG-CABLE-120,,1597285B,On Guard,Bikecorp,8,$107.33,$97.57,$19.95,$0.00,$0.00,$83.08,$14.50,14.86
"SM G3 ECity 250w 15.6AH / Red 24"" Tyres",SMB-G3-ECITY-24-RED,"G324159, G32421050046, G32006197, G32006299, G32006230, G32421050012, G32006264",026228C7,,,7,"$11,542.30","$10,493.00",$0.00,$0.00,$0.00,"$7,959.70","$2,533.30",24.14
SM Pacer GT 250W 36V,SMB-PAC-GT,"SM1804285, SM1804187, SM1712191, SM1712101, SM171229, SM1711007, SM1712240",E24E8E41,Smartmotion,"Kunshan Cyclisport Co., Ltd",7,"$21,637.00","$19,670.00",$0.00,$0.00,$0.00,"$12,647.74","$7,022.26",35.7
SM Sport Bottom bracket / PAS 36V/48V,SM-SPT-BOT-BRC-PAS-36V/48V,,1DE032D0,Smartmotion,"Kunshan Cyclisport Co., Ltd",7,$762.44,$693.13,$98.32,$0.00,$0.00,$480.62,$212.51,30.66
ZERO Bell,ZER-BELL,,590E8C49,Zero,Falcon PEV Pte Ltd,7,$82.25,$74.77,$0.00,$0.00,$0.00,$56.54,$18.24,24.39
LABOUR,,,,,,7,$298.54,$271.40,$1.00,$0.00,$0.00,$0.00,$271.40,100
ZERO 10X Front Fender,ZER-10X-FRO-FEN,,0A11587E,Zero,Falcon PEV Pte Ltd,7,$146.15,$132.87,$0.00,$0.00,$0.00,$90.96,$41.91,31.54
VSETT 8/8+ Charger,VS-8/8+CHARGER,,46178186,VSETT,Ningbo Vsett,7,$190.00,$173.46,$167.45,$0.00,$0.00,$174.13,-$0.67,-0.39
ZERO 8 Controller 48V 10.4Ah/13Ah,ZER-8-CON,,F19470A2,Zero,Falcon PEV Pte Ltd,7,$376.50,$342.27,$291.00,$0.00,$0.00,$407.25,-$64.98,-18.98
Smartmotion Pacer GT 250W 36V,SMB-PAC-GT,"SM1804182, SM1712178, SM1804206, SM1711080, SM1804295, SM1804187, JL16100031",E24E8E41,Smartmotion,"Kunshan Cyclisport Co., Ltd",7,"$21,546.00","$19,587.27","$1,499.00",$0.00,$0.00,"$13,931.92","$5,655.35",28.87
ZERO 8 Front Fender/Mudguard,ZER-8-FRO-MUD,,A2FBC0D2,Zero,Falcon PEV Pte Ltd,7,$91.80,$83.45,$12.60,$0.00,$0.00,$63.00,$20.45,24.51
VSETT 9 Controller,VS-9-CNTR-52V,,C5802F84,VSETT,Ningbo Vsett,7,$418.95,$380.86,$203.79,$0.00,$0.00,$444.34,-$63.48,-16.67
SM Controller/MidDrive/XCity/Midcity / B/W Disp,SM-CONT-MID-XC-B/W,,F0A30C0C,Smartmotion,"Kunshan Cyclisport Co., Ltd",7,$367.14,$333.76,$489.52,$0.00,$0.00,$0.00,$333.76,100
PRE ASSEMBLY,,,,,,7,$192.50,$175.00,$0.00,$0.00,$0.00,$0.00,$175.00,100
ZERO 9 600W Motor SP,ZER-9-MOT-SP,"52v600w210316, GGGG, ., TBA, Z9, TBA, 1",6D16AB7D,Zero,Falcon PEV Pte Ltd,7,"$1,350.00","$1,227.27",$210.00,$0.00,$0.00,$978.60,$248.67,20.26
Vsett Nutt Brake Front Calliper,vs-nutt-f-call,,083DA763,Nutt,Ningbo Vsett,7,$192.00,$174.55,$32.00,$0.00,$0.00,$133.00,$41.55,23.8
ZERO Nutt Hydraulic E-Brakes / 10X,ZER-HYD-BRK-NUT-Z10X,,32149B39,Nutt,Falcon PEV Pte Ltd,7,"$1,415.26","$1,286.60",$184.97,$0.00,$0.00,$884.20,$402.40,31.28
"Smartmotion Hypersonic Neo / Blue / L-21""",SM-HYPER-NEO-BLU--L-21,"G5SN210373, G5SN210222, G5SN210344, G5SN210372, G5SN210256, G5SN210218, G5SN210297",136706F2,Smartmotion,"Kunshan Cyclisport Co., Ltd",7,"$24,100.00","$21,909.09","$4,750.00",$0.00,$0.00,"$18,571.25","$3,337.84",15.23
VSETT 10+ T bar,VS-10+-TBAR,,CA2AC6A0,VSETT,Ningbo Vsett,7,$637.68,$579.71,$0.00,$0.00,$0.00,$470.53,$109.18,18.83
VSETT 9+ Rear motor,VS-9+-R-MOTOR,,A6251389,VSETT,Ningbo Vsett,7,"$1,267.78","$1,152.53",$0.00,$0.00,$0.00,$981.19,$171.34,14.87
Scooter Extension Horizontal Bar,SCT-EXT-HOR-BAR,,686E48E4,,,7,$127.96,$116.33,$0.00,$0.00,$0.00,$79.56,$36.77,31.61
USB COVE 1000 Lumens BIKE/SCOOTER HEADLIGHT,SM-1000-HEAD-LIGHT,,CAE3ECA1,,,7,$229.19,$208.36,$3.80,$0.00,$0.00,$164.71,$43.65,20.95
SM OPTIC Mirrors,OPTIC-MIRRORS,,C3D95E75,Smartmotion,"Kunshan Cyclisport Co., Ltd",7,$252.00,$229.09,$63.00,$0.00,$0.00,$193.97,$35.12,15.33
"INNER TUBES 8.5 X 2""",,,,,,6,$82.20,$74.73,$0.00,$0.00,$0.00,$0.00,$74.73,100
ZERO 10 Inner Tube,ZER-10-TUBE,,BF5028DE,,,6,$119.75,$108.86,$0.00,$0.00,$0.05,$42.00,$66.86,61.42
160MM DISC ROTOR,,,,,,6,$89.70,$81.55,$0.00,$0.00,$0.00,$0.00,$81.55,100
Ecity rear spokes,,,,,,6,$9.00,$8.18,$0.00,$0.00,$0.00,$0.00,$8.18,100
ZERO RUGGED CLAMP,,,,,,6,$480.00,$436.36,$0.00,$0.00,$0.00,$0.00,$436.36,100
PACER SATCHEL BAG,,,,,,6,$329.70,$299.73,$0.00,$0.00,$0.00,$0.00,$299.73,100
SM Pannier Bags / Green,SM-PANN-BAGS-GRN,,EDB55B81,Smartmotion,"Kunshan Cyclisport Co., Ltd",6,$329.70,$299.73,$0.00,$0.00,$0.00,$0.00,$299.73,100
AZUR OPTIC MIRROR,,,,,,6,$245.00,$222.73,$0.00,$0.00,$0.00,$0.00,$222.73,100
SM Throttle / Classic/Basic,SM-TH-CLS-BSC,,28068226,Smartmotion,"Kunshan Cyclisport Co., Ltd",6,$242.23,$220.21,$0.00,$0.00,$0.00,$154.95,$65.26,29.63
Helmet - STATUS / Black / LG,HELMET-STATUS-BL-LG,,01F2AC92,,FE Sports,6,$961.60,$874.18,$736.34,$0.00,$0.00,"$1,199.94",-$325.76,-37.26
AZUR LIGHT 800 LUMENS MINI,,,,,,6,$149.70,$136.09,$0.00,$0.00,$0.00,$0.00,$136.09,100
ZERO 11X 72V 1600W Motor,ZER-11X-MOT,"11X 2, 11X, 2 MOTORS, 2 OF THEM, LGSDDM60H72V1600W2006090, LGSDDM60H72V1600W20060931",04C54E6F,Zero,Falcon PEV Pte Ltd,6,"$3,120.00","$2,836.36",$0.00,$0.00,$0.00,"$1,951.60",$884.76,31.19
SM COMBO LOCK 12mm,SM-COMBO-LOCK,,19F732D7,Smartmotion,"Kunshan Cyclisport Co., Ltd",6,$127.81,$116.19,$31.94,$0.00,$4.05,$108.90,$7.29,6.27
SM Saddle / Classic Black/Brown,SM-SAD-CLS-RNG,,FFEBD87F,Smartmotion,"Kunshan Cyclisport Co., Ltd",6,$213.50,$194.09,$161.50,$0.00,$0.00,$280.30,-$86.21,-44.42
VSETT 9+ Charger,VS-9+-CHARGER- 52V,,44603D8D,VSETT,Ningbo Vsett,6,$291.95,$265.41,$0.00,$0.00,$0.00,$104.76,$160.65,60.53
VSETT 11+ Light module,VS-11+-LIGHT-MLD,,F3FF19BC,VSETT,Ningbo Vsett,6,$148.32,$134.84,$0.00,$0.00,$0.00,$94.83,$40.00,29.67
VSETT 10+ Motor,VS-10+-MOTOR-60V,,708F9C18,VSETT,Ningbo Vsett,6,"$1,678.00","$1,525.45",$0.00,$0.00,$0.00,"$1,253.58",$271.87,17.82
SM Battery - Sport / 48V 17.5AH 3Pin,SM-BTRY-SPT-48V-17.5-3PIN,,852A9935,Smartmotion,"Kunshan Cyclisport Co., Ltd",6,"$3,073.84","$2,794.40","$1,536.92",$0.00,$0.00,"$2,794.41",-$0.01,0
SM Battery - Sport / 36V 17.5AH Single Pin,SM-BTRY-SPT-36V-17.5,,56A99EC6,Smartmotion,"Kunshan Cyclisport Co., Ltd",6,"$5,532.92","$5,029.93",$0.00,$0.00,$0.00,"$4,005.31","$1,024.62",20.37
VSETT 8/8+ Kickstand,VS-8/8+-KIK-STND,,E21FD5F0,VSETT,Ningbo Vsett,6,$97.49,$88.63,$19.42,$0.00,$0.00,$64.47,$24.16,27.26
SM Display Screen / B&W LCD C600 - G4/ECITY,SM-SCR-C600,,5ED83978,Smartmotion,"Kunshan Cyclisport Co., Ltd",6,$576.90,$524.45,$115.38,$0.00,$0.00,$419.58,$104.87,20
SM Mid drive Motor for MidCity/XCity (MD250S),SM-MID-DRV-MOTOR,,A1155C25,,"Kunshan Cyclisport Co., Ltd",6,$0.00,$0.00,"$3,841.20",$0.00,$0.00,"$2,328.00","-$2,328.00",0
Vsett Nutt Brake Rear Lever,vs-nutt-r-l,,14915B64,Nutt,Ningbo Vsett,6,$300.00,$272.73,$60.00,$0.00,$0.00,$222.00,$50.73,18.6
Service / Standard,10056,,DAB56623,,,6,$396.00,$360.00,$198.00,$0.00,$0.00,$0.00,$360.00,100
VSETT Handlebar Grips Left / VSETT 10+,VS-HNDLBAR-GRIP-L-10+,,B0EA344B,VSETT,Ningbo Vsett,6,$105.18,$95.62,$0.00,$0.00,$0.00,$41.28,$54.34,56.83
"Smartmotion Hypersonic Neo / Black / M-18""",SM-HYPER-NEO-BLK--M-18,"G5SN210590, G5SN210594, G5SN210571, G5SN210511, G5SN210507, G5SN210519",2AD34B84,Smartmotion,"Kunshan Cyclisport Co., Ltd",6,"$21,792.50","$19,811.36",$182.50,$0.00,$0.00,"$13,495.50","$6,315.86",31.88
SM Spokes / Rear Wheel Kit – 217 + 218mm / ECITY,SM SPKS-R-217/218,,B97E13FF,Smartmotion,"Kunshan Cyclisport Co., Ltd",6,$8.34,$7.58,$0.00,$0.00,$1.39,$0.00,$7.58,100
Xaiomi Tyres,,,,,,6,$84.00,$76.36,$0.00,$0.00,$0.00,$0.00,$76.36,100
Vsett inner tubes 11inch,,,,,,6,$105.00,$95.45,$0.00,$0.00,$0.00,$0.00,$95.45,100
SM  Kick Stand / Basic,SM-STND-BAS,,325B84AC,Smartmotion,"Kunshan Cyclisport Co., Ltd",6,$96.15,$87.41,$19.23,$0.00,$0.00,$69.93,$17.48,20
ZERO Motor Cable,ZER-MOT-CBL,,,,,6,$115.38,$104.89,$0.00,$0.00,$0.00,$63.00,$41.89,39.94
"ZERO TYRE 10 Inch Series / 10 x 3"" Road","ZER-TYRE-10""-3"" ROAD",,,,,6,$125.82,$114.38,$0.00,$0.00,$0.00,$88.20,$26.18,22.89
"Smartmotion XCity Neo 18"" / Camo",SM-XCITY-NEO-18-CAMO,"G5XC210926, G5XC210879, G5XC210862, G5XC210923, G5XC211159, G5XC210911",DE95CEEB,Smartmotion,"Kunshan Cyclisport Co., Ltd",6,"$17,737.11","$16,124.65",$300.63,$0.00,$0.00,"$9,521.22","$6,603.43",40.95
VSETT 8/8+ Main board,VS-8/8+-MAIN-BRD,,CE6B9245,VSETT,Ningbo Vsett,6,$0.00,$0.00,$749.44,$0.00,$0.00,$616.39,-$616.39,0
Livall BH60SE / Polar Night,LIV-BH60SE-B,,CB7DC993,Livall,,5,$753.40,$684.91,$0.00,$0.00,$59.70,$0.00,$684.91,100
CHARGING PORT ZERO,,,,,,5,$86.65,$78.77,$0.00,$0.00,$0.00,$0.00,$78.77,100
DISC ROTOR 120MM,,,,,,5,$78.45,$71.32,$0.00,$0.00,$0.00,$0.00,$71.32,100
DISC ROTOR 140MM,,,,,,5,$78.45,$71.32,$0.00,$0.00,$0.00,$0.00,$71.32,100
ZERO 10X Electric Scooter / 18AH,ZERO-10X-52V18,"F10X518210519012, F10X528210519001, F10X518120519003, F10X518210519002, F10X518210519009",C7BA4808,Zero,Falcon PEV Pte Ltd,5,"$9,496.00","$8,632.73",$100.00,$0.00,$0.00,"$4,760.00","$3,872.73",44.86
ZERO FRONT POUCHES,,,,,,5,$149.75,$136.14,$0.00,$0.00,$0.00,$0.00,$136.14,100
Zero Charge ports,,,,,,5,$49.95,$45.41,$0.00,$0.00,$0.00,$0.00,$45.41,100
SM Battery - Slimline / 36V 10.4AH Internal Fuse,SM-BTRY-CLS-10.4-SL-IntFuse,,56632211,Smartmotion,"Kunshan Cyclisport Co., Ltd",5,"$2,150.76","$1,955.24",$537.69,$0.00,$0.00,"$1,629.37",$325.87,16.67
CLASSIC CONTROLLER,,,,,,5,$500.38,$454.89,$0.00,$0.00,$0.00,$0.00,$454.89,100
ZERO 9 Electric Scooter / 48V 10AH,ZERO-9-48V10,"F9410210417002, F9410210417011, F9410210417019, F9410210417005, F9410210417001",740ED86E,Zero,Falcon PEV Pte Ltd,5,"$4,496.25","$4,087.50",$0.00,$0.00,$0.00,"$2,430.00","$1,657.50",40.55
CHARGING PORT,,,,,,5,$52.94,$48.13,$0.00,$0.00,$0.00,$0.00,$48.13,100
ZERO Steering Damper Kit / ZERO 10X,ZER-STE-DMP-10X,,68A32AB5,Zero,Falcon PEV Pte Ltd,5,$652.32,$593.02,$0.00,$0.00,$0.00,$408.68,$184.34,31.08
ZERO 10X Controller / 52V 23Ah - Rear,ZER-10X-CON-52V23-B,,DD17EF8F,Zero,Falcon PEV Pte Ltd,5,$360.00,$327.27,$210.00,$0.00,$0.00,$273.00,$54.27,16.58
SM Chainring / 40t Dapu Gen1 / MCITY/XCITY,SM-CR-DAPUG140T0,,A7D134F9,Smartmotion,"Kunshan Cyclisport Co., Ltd",5,$148.10,$134.64,$0.00,$0.00,$0.00,$89.74,$44.89,33.34
SM Essence Controller,SM-ESS-CON,,B73DD09E,,,5,$297.00,$270.00,$198.00,$0.00,$0.00,$0.00,$270.00,100
SM Battery - Sport / 36V 14.5AH Single Pin,SM-BTRY-SPT-36V-14.5-STD,,19964AF3,Smartmotion,"Kunshan Cyclisport Co., Ltd",5,"$2,766.16","$2,514.69",$691.54,$0.00,$0.00,"$2,095.57",$419.12,16.67
ZERO Front Fork / ZERO 9,ZER-FRO-FORK-9,,2F87DA9E,Zero,Falcon PEV Pte Ltd,5,$222.00,$201.82,$42.00,$0.00,$0.00,$147.00,$54.82,27.16
Custom sale,,,,,,5,$165.85,$150.77,$1.00,$0.00,$0.00,$1.00,$149.77,99.34
first service,,,,,,5,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
SM Battery - Sport / 48V 14.5AH 3PIN,SM-BTRY-SPT-48V-14.5-3PIN,,40C84EDF,Smartmotion,"Kunshan Cyclisport Co., Ltd",5,"$2,074.62","$1,886.02","$1,383.08",$0.00,$0.00,"$2,095.57",-$209.55,-11.11
SM Battery - Slimline / 36V 15.6AH External Fuse,SM-BTRY-CLS-15.6-SL-ExtFuse,,DF8C7DEC,Smartmotion,"Kunshan Cyclisport Co., Ltd",5,"$2,074.62","$1,886.02","$1,383.08",$0.00,$0.00,"$2,095.57",-$209.55,-11.11
Pitbull Series On Guard X Series anti theft lock,ANTI-THEFT-LOCK,,50682E8E,On Guard,Bikecorp,5,$289.75,$263.41,$110.00,$0.00,$0.00,$239.85,$23.56,8.94
SM Brake Lever / LH Mechanical w/Sensor / ECITY,SM-BL-LRHMTJ2PM00,,1DB8E7E1,Smartmotion,"Kunshan Cyclisport Co., Ltd",5,$286.91,$260.83,$69.23,$0.00,$9.99,$209.79,$51.04,19.57
ZERO Rear Suspension / ZERO 9 Rear Suspension,ZER-9-REA-SUS,,F56C459C,Zero,Falcon PEV Pte Ltd,5,$352.71,$320.65,$45.00,$0.00,$0.00,$213.92,$106.73,33.28
SM Hypersonic Throttle,SM-HYPER-THROT,,BE016CB9,,,5,$226.92,$206.29,$0.00,$0.00,$0.00,$162.00,$44.29,21.47
SM Display Screen / LED 3 Button - Essence,SM-SCR-VISTA-ESS,,093C4008,Smartmotion,"Kunshan Cyclisport Co., Ltd",5,$520.91,$473.55,$39.09,$0.00,$0.00,$381.82,$91.74,19.37
Torque washers,,,,,,5,$22.50,$20.45,$0.00,$0.00,$0.00,$22.50,-$2.05,-10
AZUR LIGHT 800 LUMENS,,,,,,5,$214.75,$195.23,$0.00,$0.00,$0.00,$0.00,$195.23,100
VSETT 9 Charger,VS-9-CHARGER- 48V,,89332ACD,VSETT,Ningbo Vsett,5,$213.67,$194.77,$52.50,$0.00,$0.00,$162.84,$31.93,16.39
Merchant Fee,,,,,,5,-$271.80,-$247.09,$0.00,$0.00,$0.00,$0.00,-$247.09,100
ZERO 8X Steering Tube,ZER-8X-ST-TUB,,197F2DAC,,,5,$329.30,$299.36,$62.30,$0.00,$0.00,$243.82,$55.54,18.55
SM Belt Drive Kit for Pacer / 118t Gates Carbon Belt,SM-BD-CN-GATES118T0,,5.50E+98,Smartmotion,"Kunshan Cyclisport Co., Ltd",5,$100.00,$90.91,$400.00,$0.00,$0.00,$359.81,-$268.90,-295.79
VSETT 10+ Folding Wrench Set,VS-10+-FLDG-WRNCH-SET,,A6F3C7D3,VSETT,Ningbo Vsett,5,$371.68,$337.90,$0.00,$0.00,$0.00,$260.88,$77.02,22.79
ZERO 8X Fender/Mudguard / Rear/Front,ZER-8X-REA-FEN,,DF259ED1,Zero,Falcon PEV Pte Ltd,5,$92.00,$83.64,$0.00,$0.00,$0.00,$46.00,$37.64,45
SM Display Screen / E20 STEP THRU,SM-DIS-E20S,,C5307B36,Smartmotion,"Kunshan Cyclisport Co., Ltd",5,$297.00,$270.00,$198.00,$0.00,$0.00,$0.00,$270.00,100
ZERO Tyre Hugger,ZER-HUG,,D5312E5C,Zero,Falcon PEV Pte Ltd,5,$385.00,$350.00,$60.00,$0.00,$0.00,$445.00,-$95.00,-27.14
"ZERO 10"" ROAD TYRES - CREDIT",,,,,,5,-$104.85,-$95.32,$0.00,$0.00,$0.00,$0.00,-$95.32,100
SM Display Screen / B&W LCD - C600 MID DRIVE,SM-SCR-MC36VA5PM0,,6A369B1F,Smartmotion,"Kunshan Cyclisport Co., Ltd",5,$461.52,$419.56,$115.38,$0.00,$0.00,$349.65,$69.91,16.66
NIPPLES,,,,,,5,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
Helmet - TRAJECTA w Fidlock / Black / XL,HELMET-TRAJECTA-BL-XL,,709189FE,,FE Sports,5,"$1,590.00","$1,445.45",$0.00,$0.00,$0.00,"$1,200.00",$245.45,16.98
VSETT Handlebar Grips Right / VSETT 9/9+,VS-HNDLBAR-GRIP-R-9/9+,,CE365315,VSETT,Ningbo Vsett,5,$95.12,$86.47,$0.00,$0.00,$0.00,$34.40,$52.07,60.22
Smartmotion Pacer 250W 48V / White / LGE / 17.5,SMB-PACER-LGE-17.5-WH,"SMPC210176, SMPC210042, SMPC210221, SMPC210126, SMPC210046",E59B7BB5,Smartmotion,"Kunshan Cyclisport Co., Ltd",5,"$12,250.00","$11,136.36",$0.00,$0.00,$0.00,"$8,967.35","$2,169.01",19.48
"Smartmotion XCity Neo 18"" / Teal",SM-XCITY-NEO-18-TEAL,"65XC210992, 2, G5XC211133, G5XC211087, G5XC210870",5F303529,Smartmotion,"Kunshan Cyclisport Co., Ltd",5,"$15,574.22","$14,158.38",$749.94,$0.00,$0.00,"$9,353.77","$4,804.61",33.93
,,,,,,5,$152.90,$139.00,$0.00,$0.00,$0.00,$0.00,$139.00,100
SM Pedal Sensor / Cadence - oem / ECITY/EURBAN,SM-PD-SEN-CLS-NEW,,96E3F482,Smartmotion,"Kunshan Cyclisport Co., Ltd",5,$76.92,$69.93,$19.23,$0.00,$0.00,$58.28,$11.65,16.66
SM Battery/36V/HyperSonic / Neo,SM-BAT-36V-HS-NEO,"TBA, WDDQN36016L21110074, WDQN360160L2110049, TBA, WDDQN360160L21110058",8351C3A9,,,5,"$1,339.30","$1,217.55","$2,174.04",$0.00,$0.00,"$2,745.00","-$1,527.45",-125.45
Ashima Disc Pad AD0102,ASH-DSC-PAD,,918C2864,,,5,$73.40,$66.73,$0.00,$0.00,$2.07,$38.20,$28.53,42.75
ZERO Throttle LCD / 12V Power w/ headlights and switch,ZER-LCD-12V-FUL,,A05BD97E,Zero,Falcon PEV Pte Ltd,5,$661.64,$601.49,$0.00,$0.00,$0.00,$441.96,$159.53,26.52
VSETT  Charging port + dust cap 11+,VS-CRG-PRT -11+,,34E02A99,VSETT,Ningbo Vsett,5,$83.18,$75.62,$0.00,$0.00,$0.00,$10.50,$65.12,86.11
ZERO Main Steering Tube / ZERO 10X,ZER-10X-MAI-STE,,54148093,Zero,Falcon PEV Pte Ltd,5,$438.21,$398.37,$96.07,$0.00,$0.00,$352.27,$46.10,11.57
SM Inner Tubes / 24 X 1.75-2.125,SM-IN-24,,D76E968C,,,5,$60.00,$54.55,$0.00,$0.00,$0.00,$19.20,$35.35,64.8
VSETT 11+ Charger,VS-11+CHARGER-60V,,3A57555E,VSETT,Ningbo Vsett,5,$132.66,$120.60,$198.99,$0.00,$0.00,$87.30,$33.30,27.61
